UserId,AverageGenre1,AverageGenre2,MyAverageGenre1,MyAverageGenre2,AverageDirector,MyAverageDirector,Clicks,AverageRating,MyAverageRating,FuturePredictedGenre
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Action,Thriller,Musical,Action,James Foley,Devi Abashidze,210,2.52,2.48,Western
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Urszula Urbaniak,James Keach,206,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Charles Lamont,Alan Abel,194,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Gilda de Abreu,Xavier Koller,176,2.52,2.48,Thriller
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Thriller,Sport,News,Adventure,Steve Balderson,Sidney Poitier,214,2.52,2.48,News
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Anders Bohman,Chuck Jones,196,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Shekhar Kapur,Jack Draper,190,2.52,2.48,Romance
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,George Roy Hill,Nana Patekar,209,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Fantasy,Drama,Family,FilmNoir,Yrjö Aaltonen,Stefano Accorsi,190,2.52,2.48,Family
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Troy Byer,Jane Campion,197,2.52,2.48,Thriller
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Barry Sonnenfeld,Vincent Perez,180,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Asta Nielsen,Claude Autant-Lara,172,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Western,Family,Action,Sport,Morris Chestnut,Karl Freund,216,2.52,2.48,FilmNoir
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Shekhar Kapur,Florian Gärtner,190,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,J.P. Manoux,Scott Wiper,189,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Elfi Mikesch,N.R. Acharya,196,2.52,2.48,Fantasy
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Adventure,Adult,Thriller,Musical,Yrjö Aaltonen,Jason Allentoff,176,2.52,2.48,Thriller
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Udayan Prasad,Raj Kapoor,170,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Nana Patekar,Jack Clayton,191,2.52,2.48,RealityTv
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,George C. Scott,Ezekiel Norton,197,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Adventure,RealityTv,Action,Comedy,Kaizad Gustad,Raúl Artigot,206,2.52,2.48,Action
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Hy Averback,Moussa Sene Absa,168,2.52,2.48,FilmNoir
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Jerry O'Connell,Pierre Mignot,206,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Debbie Allen,Kim Raver,195,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Family,Mystery,Thriller,Musical,Jean-Pierre Mocky,Renato Berta,177,2.52,2.48,Sport
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Joan Chen,Armin Mueller-Stahl,198,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Jean-Pierre Mocky,Joram Lürsen,203,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Caveh Zahedi,Paula Abramovich,216,2.52,2.48,News
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Music,Sport,RealityTv,Documentary,Mike Nichols,Brian Tufano,185,2.52,2.48,RealityTv
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Toshirô Mifune,Ernst Ritter von Theumer,195,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Anthony Lucero,Sergei Eisenstein,178,2.52,2.48,Family
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Mary Stuart Masterson,Michel Audiard,167,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Fantasy,Crime,Drama,Family,Frank Darabont,Mani Kaul,196,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Nina Hartley,Reto Salimbeni,182,2.52,2.48,News
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Chad Lowe,Ann Magnuson,172,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,René Guissart,Terry O. Morse,216,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Adventure,Documentary,Action,Crime,Tony Gilroy,Toy Newkirk,208,2.52,2.48,Animation
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Jason Allentoff,Bruce Davison,216,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Bill Pullman,Mark Woods,167,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Fred Zinnemann,Mike Nichols,177,2.52,2.48,SciFi
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Sport,SciFi,Horror,Sergei Eisenstein,Edward D. Wood Jr.,193,2.52,2.48,SciFi
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Tobey Maguire,Hans Unterkircher,167,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Julie Strain,André Szöts,182,2.52,2.48,Crime
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Megan Follows,Bud Yorkin,211,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,FilmNoir,FilmNoir,SciFi,Romance,Robert Allan Ackerman,Jill Hennessy,216,2.52,2.48,SciFi
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Adam Bernstein,Joely Fisher,201,2.52,2.48,Action
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Salah Abouseif,Alan Arkin,181,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Klaus Kinski,Franz Hohler,205,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Fantasy,Thriller,Crime,Comedy,Deren Abram,Des McAnuff,190,2.52,2.48,News
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Julian Chojnacki,B. Scott O'Malley,207,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,Helen Mirren,Peter Ustinov,190,2.52,2.48,Drama
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Drama,Comedy,Drama,Comedy,George Cukor,Federico Fellini,205,2.52,2.48,Romance
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,Western,Documentary,Comedy,Shane Black,Toy Newkirk,196,2.52,2.48,Documentary
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Sidney Poitier,Bairam Abdullayev,157,2.52,2.53,FilmNoir
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Roger Christian,Adrian G. Griffiths,148,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Franz Weihmayr,Gavin Toomey,152,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,History,Romance,Drama,SciFi,Mili Avital,Claude Chabrol,141,2.52,2.53,Crime
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Larry Mendte,John Abraham,117,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,James Whale,Julie Cypher,150,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Dayyan Eng,Judith Benezra,111,2.52,2.53,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,SciFi,FilmNoir,Thriller,News,Ernst W. Kalinke,Denys Arcand,127,2.52,2.53,Thriller
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Sven Nykvist,Jean Boyer,149,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Michelangelo Antonioni,Derwin Abrahams,116,2.52,2.53,Documentary
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Michael Ritchie,Jeffrey Townsend,148,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Adventure,Thriller,Biography,Mystery,Melissa Joan Hart,Ken Wheat,128,2.52,2.53,Biography
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Spike Lee,Dennis Abey,137,2.52,2.53,RealityTv
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Robby Benson,C. Thomas Howell,146,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Steven Zaillian,Mike Newell,123,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Mystery,Family,Sport,History,Jean-Jacques Annaud,Paul Kermizian,125,2.52,2.53,SciFi
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Laurent Achard,Tamasaburô Bandô,143,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Gary Graver,Isabelle Broué,156,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Karim Abbou,Paul McGann,144,2.52,2.53,News
bda79ecd-904e-4928-8ce4-e5c53cc98110,Adventure,Musical,Western,Romance,Joel Schumacher,Antoine Monot Jr.,137,2.52,2.53,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Angelina Jolie,Gabriela Acher,155,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Renato Berta,Guido Seeber,112,2.52,2.53,Crime
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Judith Godrèche,Hans Abramson,119,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Crime,News,RealityTv,Adventure,Rakesh Roshan,Lisa Abbatiello,155,2.52,2.53,RealityTv
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Terence Stamp,Jill Hennessy,132,2.52,2.53,FilmNoir
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Pascal Maeder,Paul Bartel,147,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Vittorio De Sica,E.V.V. Satyanarayana,133,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Thriller,FilmNoir,Comedy,Romance,Richard Thomas,Oliver Schmitz,131,2.52,2.53,Fantasy
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Costas Ferris,Tom Sito,153,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Mukul Anand,Harmony Korine,150,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Dan Brown,Lynn-Holly Johnson,118,2.52,2.53,War
bda79ecd-904e-4928-8ce4-e5c53cc98110,Horror,RealityTv,Western,Family,Christopher McDonald,Dario Argento,123,2.52,2.53,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Tom Sito,Sergio Myers,125,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Günther Rittau,Paul Auster,152,2.52,2.53,Action
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Rudolph Maté,Herbert Ross,127,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,FilmNoir,Biography,Romance,Western,Blair Brown,Irwin Allen,125,2.52,2.53,Romance
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Adam West,Peter MacNicol,140,2.52,2.53,News
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Steve Buscemi,Guy Pearce,119,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Abi Ofarim,Brian Henson,118,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Western,Adult,Romance,Horror,Freddie Francis,James E. Abbe,111,2.52,2.53,News
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Carlo Di Palma,Roger Avary,136,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Jamie Lee Curtis,Tom Skerritt,117,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Sam Peckinpah,Tamasaburô Bandô,151,2.52,2.53,Horror
bda79ecd-904e-4928-8ce4-e5c53cc98110,RealityTv,Family,News,Western,Ernst Ritter von Theumer,Theodoros Angelopoulos,144,2.52,2.53,News
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Kevin Dobson,Lynne Littman,140,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,David Anspaugh,Robert Vaughn,136,2.52,2.53,Biography
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Jim Fleigner,Ellis Dungan,122,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Documentary,Biography,Family,Biography,Jeff Lieberman,Andrew McCarthy,136,2.52,2.53,Family
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Santosh Sivan,Melora Hardin,118,2.52,2.53,History
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Richard Conte,Saul Rubinek,116,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Erika Alexander,Enzo Barboni,135,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Music,Thriller,News,Adult,Franka Potente,Claude Accursi,129,2.52,2.53,War
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Roger Corman,Louis Malle,156,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Antony Thomas,Matthias Grunsky,126,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Willy Goldberger,B. Scott O'Malley,119,2.52,2.53,RealityTv
bda79ecd-904e-4928-8ce4-e5c53cc98110,Crime,Biography,Action,Thriller,Henri Decaë,Frank Abe,121,2.52,2.53,Action
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Saul Rubinek,Gabriel Axel,149,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Tony Abatemarco,Jean-Jacques Beineix,119,2.52,2.53,Documentary
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Marc Caro,Bill Pullman,153,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Documentary,RealityTv,Music,Biography,George Abbott,Vyacheslav Ablotia,152,2.52,2.53,Music
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Brian Helgeland,Rodrigo García,155,2.52,2.53,Crime
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,B. Scott O'Malley,Arthur Crabtree,155,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Melissa Joan Hart,Ethan Coen,136,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Documentary,Action,Animation,History,Marquard Bohm,Prithviraj Kapoor,115,2.52,2.53,Documentary
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Ray Milland,Hans Abramson,152,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Bruce Abbott,Gernot Roll,144,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Tobey Maguire,Ivan Sergei,117,2.52,2.53,RealityTv
bda79ecd-904e-4928-8ce4-e5c53cc98110,Sport,Animation,Western,Music,Kathy Bates,Robert Bolt,156,2.52,2.53,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Tim Matheson,Davron Abdullayev,151,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,David Winning,Marcel Achard,127,2.52,2.53,Romance
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Gary Sinise,Francesca Archibugi,147,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Horror,Documentary,Western,Adult,Brent Spiner,Niels Mueller,156,2.52,2.53,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Caveh Zahedi,Scott Baio,157,2.52,2.53,FilmNoir
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Guido Seeber,Charles Lamont,145,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Phil Alden Robinson,John Dye,117,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,SciFi,Biography,Music,SciFi,Melina Kanakaredes,Robert Conrad,137,2.52,2.53,Mystery
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,David Hare,Pierre-William Glenn,127,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Romance,Drama,Comedy,Jonathan Taylor Thomas,Teo Escamilla,117,2.52,2.53,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Comedy,Drama,Comedy,Neil Jordan,Roger Donaldson,138,2.52,2.53,Adult
bda79ecd-904e-4928-8ce4-e5c53cc98110,Adult,Crime,Comedy,Western,C.M. Pennington-Richards,Philippe Muyl,157,2.52,2.53,Comedy
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Thom Powers,Roger Donaldson,113,2.52,2.46,Musical
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Mark Lambert Bristol,Joseph Fiennes,128,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Lee J. Cobb,Ivan Sergei,140,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Mystery,Adventure,Musical,Family,Anders Bohman,William Conrad,135,2.52,2.46,Mystery
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Petras Abukiavicus,Axel Sand,158,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,J.P. Manoux,Sean Young,126,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Joshua Jackson,Peter MacNicol,155,2.52,2.46,SciFi
7865dc03-d371-4a17-88cc-7ba0103a1941,Action,RealityTv,Drama,Adult,Neil LaBute,Karpo Acimovic-Godina,114,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Rosie Perez,Robert Bresson,121,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Campbell Scott,Robin Wright,149,2.52,2.46,Musical
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Caveh Zahedi,Joan Van Ark,113,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Documentary,Sport,FilmNoir,Romance,Fritz Lang,James McDaniel,160,2.52,2.46,FilmNoir
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Saul Rubinek,Stuart Cooper,130,2.52,2.46,Crime
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Vyacheslav Ablotia,Olivier Assayas,137,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Comedy,Drama,Comedy,Sidney Poitier,James P. Hogan,133,2.52,2.46,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Action,Comedy,Family,Romance,Skeet Ulrich,Danny Boyle,124,2.52,2.46,Adult
