UserId,AverageMovieCount,MyAverageMovieCount,AverageWatchLaterMovies,MyAverageWatchLaterMovies,AverageMovieClicks,MyMovieClicks,AverageRating,MyAverageRating,FuturePredictedMovieCount
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,37,4099,60,85,123,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,23,4084,46,69,110,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,38,4101,63,85,124,2.52,2.48,58
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,23,4085,47,69,109,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,36,4101,60,85,122,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,25,4086,45,72,109,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,36,4098,62,85,126,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,26,4085,49,71,108,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,37,4101,63,86,126,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,25,4086,47,71,109,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,39,4100,61,83,122,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,23,4086,45,72,112,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,38,4102,62,83,125,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,24,4085,47,70,109,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,37,4102,62,84,124,2.52,2.48,58
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,22,4088,46,69,112,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,38,4098,63,83,122,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,26,4085,48,73,109,2.52,2.48,32
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,38,4098,59,86,125,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,25,4087,49,70,109,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,38,4101,59,84,123,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,25,4086,45,73,109,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,38,4101,59,87,124,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,23,4088,49,72,108,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,39,4102,59,84,126,2.52,2.48,58
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,25,4085,47,70,111,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,37,4100,61,87,123,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,22,4086,46,71,112,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,40,4101,59,86,124,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,22,4084,49,73,110,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,39,4099,63,84,123,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,22,4088,46,72,108,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,36,4098,59,87,124,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,22,4085,49,73,112,2.52,2.48,26
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,39,4098,61,85,124,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,23,4086,47,72,108,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,40,4099,59,84,126,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,23,4084,46,71,109,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,39,4099,61,87,122,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,25,4087,46,69,112,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,36,4100,61,84,124,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,26,4087,49,69,109,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,39,4102,59,84,122,2.52,2.48,54
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,25,4088,45,72,108,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,36,4101,61,85,123,2.52,2.48,57
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,25,4086,48,72,110,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,37,4102,60,84,122,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,26,4086,49,72,112,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,38,4098,60,83,126,2.52,2.48,57
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,24,4084,49,70,112,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,39,4101,62,83,122,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,23,4087,48,72,110,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,37,4100,63,85,125,2.52,2.48,57
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,26,4085,46,69,112,2.52,2.48,31
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,36,4102,62,84,123,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2928,25,4087,48,73,111,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,38,4099,63,83,126,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,23,4087,45,70,108,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,40,4102,60,83,124,2.52,2.48,57
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,25,4084,48,70,112,2.52,2.48,31
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,37,4100,62,84,123,2.52,2.48,57
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,26,4085,48,69,109,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,37,4099,63,85,122,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,26,4088,45,70,110,2.52,2.48,26
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2941,40,4098,61,83,125,2.52,2.48,58
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,26,4088,46,72,108,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,37,4100,62,84,123,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,25,4086,46,69,111,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,39,4098,63,84,126,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2929,24,4084,48,69,109,2.52,2.48,30
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,39,4101,61,86,125,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,26,4084,49,73,111,2.52,2.48,29
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2945,37,4099,59,86,125,2.52,2.48,56
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2931,23,4086,47,73,111,2.52,2.48,27
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2942,39,4102,61,87,124,2.52,2.48,55
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2930,22,4084,47,70,108,2.52,2.48,25
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2944,38,4101,63,86,124,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,26,4087,46,69,112,2.52,2.48,28
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2943,37,4099,63,84,122,2.52,2.48,59
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,2927,24,4087,49,70,109,2.52,2.48,31
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,37,4099,39,85,70,2.52,2.53,47
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,23,4085,25,72,56,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,36,4102,36,83,69,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,25,4088,22,72,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,38,4099,40,87,69,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,23,4085,26,70,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,37,4102,37,83,70,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,26,4084,24,71,53,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,39,4102,39,83,67,2.52,2.53,48
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,25,4086,23,72,55,2.52,2.53,15
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,39,4099,38,87,69,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,24,4086,24,70,52,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,40,4102,38,87,69,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,26,4088,25,69,55,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,39,4098,36,84,68,2.52,2.53,42
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,22,4086,26,73,52,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,38,4099,40,83,66,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,22,4086,25,73,52,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,39,4100,37,86,68,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,24,4085,23,71,53,2.52,2.53,14
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,38,4099,39,84,66,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,23,4084,23,69,53,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,38,4099,37,84,66,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,23,4085,24,72,56,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,40,4099,37,85,68,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,24,4088,26,72,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,38,4099,37,87,67,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4085,25,73,54,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,39,4102,38,83,66,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4086,22,70,53,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,37,4098,39,87,66,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4085,25,71,53,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,39,4100,38,83,67,2.52,2.53,47
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,23,4086,22,71,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,36,4099,38,83,70,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,24,4086,26,70,54,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,39,4100,38,86,67,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,22,4086,23,69,55,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,39,4102,36,87,67,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,23,4084,25,71,54,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,38,4099,37,83,66,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,26,4088,23,71,56,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,36,4101,37,85,68,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4085,23,70,54,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,36,4099,39,84,67,2.52,2.53,42
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,26,4084,25,69,54,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,37,4098,40,83,68,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,22,4085,25,69,52,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,40,4098,37,83,69,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,22,4084,22,71,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,37,4099,37,86,66,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,24,4085,24,69,53,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,36,4101,40,86,70,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,23,4084,26,69,52,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,37,4100,39,83,66,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,24,4085,26,72,53,2.52,2.53,20
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,39,4099,36,86,69,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,24,4088,25,69,56,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,39,4099,40,83,68,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,24,4085,26,73,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,39,4100,37,87,67,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,23,4088,26,70,55,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,39,4100,40,86,67,2.52,2.53,47
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,22,4086,23,69,53,2.52,2.53,14
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,39,4102,39,84,68,2.52,2.53,48
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,26,4087,22,70,54,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,39,4099,37,86,68,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,26,4088,22,73,56,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,36,4100,37,83,66,2.52,2.53,42
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,22,4088,26,71,56,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,38,4101,38,87,66,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,26,4088,22,69,56,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,36,4100,36,87,66,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,26,4086,24,71,52,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,36,4100,40,83,68,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,23,4086,26,69,52,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2943,40,4099,38,84,70,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4085,25,73,55,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,40,4101,36,83,67,2.52,2.53,43
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,23,4084,23,73,53,2.52,2.53,17
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,36,4101,38,83,70,2.52,2.53,42
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,23,4086,26,71,53,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,39,4102,39,84,69,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,22,4085,22,69,53,2.52,2.53,15
bda79ecd-904e-4928-8ce4-e5c53cc98110,2941,38,4102,36,83,66,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2931,23,4084,24,73,54,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,37,4100,40,87,70,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,26,4084,23,73,54,2.52,2.53,15
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,39,4098,40,84,70,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,25,4085,24,70,56,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,39,4099,38,84,68,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,24,4084,26,69,55,2.52,2.53,18
bda79ecd-904e-4928-8ce4-e5c53cc98110,2942,37,4101,39,86,68,2.52,2.53,44
bda79ecd-904e-4928-8ce4-e5c53cc98110,2929,22,4086,23,73,53,2.52,2.53,15
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,37,4098,38,85,70,2.52,2.53,42
bda79ecd-904e-4928-8ce4-e5c53cc98110,2927,23,4084,22,72,54,2.52,2.53,16
bda79ecd-904e-4928-8ce4-e5c53cc98110,2944,38,4098,39,87,68,2.52,2.53,45
bda79ecd-904e-4928-8ce4-e5c53cc98110,2928,26,4087,22,71,53,2.52,2.53,19
bda79ecd-904e-4928-8ce4-e5c53cc98110,2945,38,4100,37,85,67,2.52,2.53,46
bda79ecd-904e-4928-8ce4-e5c53cc98110,2930,23,4084,25,72,56,2.52,2.53,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2943,36,4102,39,87,69,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,24,4087,24,72,53,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,40,4102,39,85,66,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,24,4084,26,71,56,2.52,2.46,20
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,36,4098,36,85,66,2.52,2.46,42
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,25,4086,22,69,56,2.52,2.46,15
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,37,4102,38,84,67,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,22,4085,23,70,55,2.52,2.46,17
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,37,4100,38,84,69,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,25,4087,25,72,52,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,37,4098,40,83,68,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,23,4088,22,70,52,2.52,2.46,13
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,36,4102,39,86,70,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2927,25,4087,26,69,52,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,39,4099,36,85,70,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,23,4086,22,70,54,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,37,4102,40,83,70,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2927,25,4088,22,72,54,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,36,4100,40,87,70,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,23,4088,23,70,52,2.52,2.46,15
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,36,4102,38,83,66,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2927,25,4085,25,70,52,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,36,4100,36,83,68,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,25,4086,22,73,53,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,38,4101,39,83,67,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,26,4084,24,73,52,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,37,4099,37,85,66,2.52,2.46,43
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,22,4086,24,69,54,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,36,4098,38,84,69,2.52,2.46,42
7865dc03-d371-4a17-88cc-7ba0103a1941,2928,26,4084,23,70,56,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,38,4102,39,84,66,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,23,4084,24,69,52,2.52,2.46,15
7865dc03-d371-4a17-88cc-7ba0103a1941,2945,40,4098,36,87,68,2.52,2.46,47
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,22,4086,22,70,53,2.52,2.46,14
7865dc03-d371-4a17-88cc-7ba0103a1941,2944,40,4101,39,84,66,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,25,4088,26,69,53,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,39,4098,38,87,69,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,24,4086,23,73,54,2.52,2.46,17
7865dc03-d371-4a17-88cc-7ba0103a1941,2944,36,4099,38,85,69,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,23,4085,26,69,56,2.52,2.46,19
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,40,4098,39,87,68,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2927,24,4085,24,71,52,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,36,4100,36,87,67,2.52,2.46,41
7865dc03-d371-4a17-88cc-7ba0103a1941,2928,24,4084,26,71,52,2.52,2.46,19
7865dc03-d371-4a17-88cc-7ba0103a1941,2943,36,4098,38,87,69,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2930,25,4084,26,71,55,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,37,4100,38,84,66,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,26,4086,24,73,52,2.52,2.46,20
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,39,4101,39,84,67,2.52,2.46,44
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,22,4087,23,73,55,2.52,2.46,14
7865dc03-d371-4a17-88cc-7ba0103a1941,2942,39,4101,38,87,66,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2928,26,4087,22,72,55,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2944,38,4098,37,86,69,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,23,4088,25,70,53,2.52,2.46,18
7865dc03-d371-4a17-88cc-7ba0103a1941,2944,36,4102,37,87,70,2.52,2.46,41
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,25,4088,22,73,53,2.52,2.46,16
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,37,4099,36,84,66,2.52,2.46,45
7865dc03-d371-4a17-88cc-7ba0103a1941,2928,26,4087,23,72,52,2.52,2.46,17
7865dc03-d371-4a17-88cc-7ba0103a1941,2943,40,4102,38,84,69,2.52,2.46,47
7865dc03-d371-4a17-88cc-7ba0103a1941,2929,25,4085,22,72,55,2.52,2.46,15
7865dc03-d371-4a17-88cc-7ba0103a1941,2941,39,4101,38,84,70,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2927,25,4084,25,72,53,2.52,2.46,17
7865dc03-d371-4a17-88cc-7ba0103a1941,2944,39,4099,40,85,69,2.52,2.46,46
7865dc03-d371-4a17-88cc-7ba0103a1941,2931,24,4086,24,72,53,2.52,2.46,18
