UserId,AverageGenre1,AverageGenre2,MyAverageGenre1,MyAverageGenre2,AverageDirector,MyAverageDirector,Clicks,FuturePredictedGenre
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Sport,Musical,Action,Western,Aure Atika,Andrew Davis,638,Adventure
395e3f78-f527-434b-a285-8cb7d6c9859a,Musical,Action,History,Family,Adam Goldberg,Jack Clayton,36,Adult
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Musical,Mystery,Family,Documentary,Rob Cohen,William Conrad,367,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,Horror,Western,Sport,Biography,Barry Watson,Veikko Aaltonen,902,Biography
8f27e002-d3e5-439f-a601-ea2a39f34ad8,SciFi,War,Thriller,Musical,Roy Ward Baker,Bernardo Bertolucci,864,Family
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Romance,Documentary,Adult,Crime,Steven Soderbergh,Beatrice Ring,854,Sport
2f2edd26-2309-446f-a501-efd4ff95698c,Sport,Mystery,War,SciFi,Verne Nobles,Casper Van Dien,587,SciFi
a3cf3f05-d647-4112-8f5f-6ad667453e96,War,Biography,Western,Fantasy,Julian Chojnacki,Noah Baumbach,298,Romance
4a8b4a64-5dc3-4e33-a858-09a96518a389,Comedy,Action,Comedy,History,John Cassavetes,John Dahl,543,Crime
816925f2-1a84-4f5e-8f68-9bb61e47a831,FilmNoir,SciFi,Drama,Crime,Kyle MacLachlan,Alan J. Pakula,374,Western
968630e1-f235-4d48-a6a2-e14828e24ec5,History,Comedy,FilmNoir,Musical,Charlton Heston,Elfriede Gaeng,259,Adult
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Adult,History,Family,Horror,Sidney Poitier,Todd Solondz,212,Animation
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,War,Adventure,Comedy,Fantasy,Kenneth Branagh,Renny Harlin,929,Biography
d84e31f9-caaf-45ea-a800-9322f715d648,Horror,FilmNoir,Family,Western,Linda Lee Cadwell,Harmony Korine,800,Biography
2f2edd26-2309-446f-a501-efd4ff95698c,SciFi,Family,Animation,Sport,Otar Abesadze,Clint Eastwood,737,Crime
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,History,Animation,Musical,Ana Belén,Gunnar Fischer,237,FilmNoir
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Horror,Adventure,Western,Adventure,David Rawlins,Francesco Quinn,40,Thriller
2f2edd26-2309-446f-a501-efd4ff95698c,Thriller,Documentary,Adult,Biography,Lucho Bender,Herbert Ross,218,Music
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Thriller,Biography,Action,History,Emir Kusturica,Penny Marshall,551,Animation
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Musical,Biography,Musical,Musical,N.R. Acharya,Percy Adlon,165,Sport
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Drama,Animation,Adventure,Adventure,Hans Abramson,Niels Mueller,810,Fantasy
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Biography,Western,Horror,Adventure,Damian Lee,Kevin Mukherji,683,Crime
2f2edd26-2309-446f-a501-efd4ff95698c,Adult,Drama,History,Comedy,Hector Babenco,Harold Becker,823,Mystery
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Biography,Sport,Horror,Documentary,Freddie Francis,Robert Ellis,586,History
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Biography,History,Sport,History,Klaus Christian Schreiber,Harold Becker,569,Crime
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Horror,Adult,Adult,Sport,James Brolin,David Ogden Stiers,821,Music
2f2edd26-2309-446f-a501-efd4ff95698c,Animation,Adult,Horror,Musical,Christopher McQuarrie,Dan Harris,218,Fantasy
d84e31f9-caaf-45ea-a800-9322f715d648,Musical,Adult,SciFi,Documentary,Isabella Rossellini,Daniel Boyd,650,Biography
d84e31f9-caaf-45ea-a800-9322f715d648,Music,Adult,Family,Comedy,Josh Charles,Federico Marsicano,809,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Romance,Adult,Animation,Horror,Paul May,Lynne Littman,274,Romance
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Romance,Drama,Biography,Crime,Petras Abukiavicus,Mark Dacascos,516,Comedy
bda79ecd-904e-4928-8ce4-e5c53cc98110,Horror,Romance,Biography,Adult,Clifton Collins Jr.,Jensen Ackles,379,Music
816925f2-1a84-4f5e-8f68-9bb61e47a831,Drama,Adult,Action,SciFi,John Stockwell,Benjamin H. Kline,886,SciFi
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Musical,Action,Horror,Crime,Jim Brown,Rodney Ackland,439,SciFi
050e64c1-8cdd-4102-b703-125ff56652e1,Documentary,Western,Musical,SciFi,Linda Lee Cadwell,Pupi Avati,59,Musical
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,FilmNoir,Music,Documentary,Thriller,Satyajit Ray,Agnieszka Holland,384,War
4a8b4a64-5dc3-4e33-a858-09a96518a389,War,History,Fantasy,Adult,Alberto Abruzzese,Gates McFadden,702,Romance
d84e31f9-caaf-45ea-a800-9322f715d648,Sport,Comedy,Adult,Adult,Suze Randall,B. Vittalacharya,206,Musical
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,History,Family,Crime,SciFi,Joseph Mazzello,Vadim Abdrashitov,849,Crime
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,FilmNoir,Family,War,Action,Micky Dolenz,James Foley,558,Adult
816925f2-1a84-4f5e-8f68-9bb61e47a831,Fantasy,SciFi,Romance,War,Francesca Archibugi,Stuart Cooper,754,Sport
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Biography,Comedy,Sport,Drama,Adam Abraham,Don Murphy,864,Music
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Mystery,Mystery,Western,Madeleine Stowe,Joel Coen,935,Thriller
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Fantasy,Romance,Sport,Thriller,Hyatt Bass,Michael Biehn,797,Family
816925f2-1a84-4f5e-8f68-9bb61e47a831,SciFi,Fantasy,Comedy,Comedy,Zachary Gamburg,René Guissart,881,Family
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Crime,Musical,Music,History,Brian Koppelman,Benjamin H. Kline,479,Horror
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Action,Action,Western,History,Harold Becker,Ken Annakin,918,Adventure
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,War,Thriller,Adult,War,Marquard Bohm,George Miller,419,Thriller
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Music,Adventure,Horror,Action,Peter Bogdanovich,Ron Jeremy,857,Documentary
051d7ffb-14a6-4837-9c14-90c478d77c78,SciFi,Biography,Adventure,Adult,Christopher McQuarrie,Hark Tsui,938,War
bda79ecd-904e-4928-8ce4-e5c53cc98110,Comedy,Musical,Family,Documentary,Nicolas Roeg,Alain Corneau,592,Comedy
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,War,Crime,SciFi,Family,Stella Stevens,George C. Scott,722,Western
816925f2-1a84-4f5e-8f68-9bb61e47a831,Romance,Animation,Fantasy,Horror,Joe Dante,Mike Newell,904,Music
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Adult,Sport,Fantasy,History,Paul McGuigan,David Schwimmer,585,Crime
051d7ffb-14a6-4837-9c14-90c478d77c78,Comedy,Comedy,Romance,Horror,Julia Stiles,Alexandre Arcady,423,Adult
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Music,Biography,Fantasy,Family,Richard Attenborough,Willy Goldberger,145,Biography
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Drama,SciFi,War,Musical,Joseph Mazzello,Tim Matheson,293,Romance
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,War,Horror,Crime,Crime,David Ogden Stiers,Howard Duff,33,History
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,History,Romance,SciFi,Comedy,Martin Faltýn,Roger Donaldson,212,Thriller
2f2edd26-2309-446f-a501-efd4ff95698c,Crime,Adventure,Adult,FilmNoir,B. Vittalacharya,Joel Schumacher,180,Western
7865dc03-d371-4a17-88cc-7ba0103a1941,Mystery,Thriller,SciFi,War,Askhab Abakarov,Tómas Gislason,660,Biography
d32a4b9b-ce56-4739-a066-fd1870f0db5e,War,Biography,Drama,Animation,Darren Aronofsky,Richard E. Grant,959,Action
4a8b4a64-5dc3-4e33-a858-09a96518a389,Adult,FilmNoir,Action,History,Kimberly Peirce,Sou Abadi,423,History
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Fantasy,Family,Thriller,Brian Tufano,Barry Ackroyd,331,Music
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Fantasy,Biography,Animation,Fantasy,Abel Ferrara,Matthew Modine,383,Crime
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Music,Thriller,War,War,Zachary Gamburg,Roy Dupuis,557,Horror
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Western,Comedy,Musical,Western,Jean Boyer,Jon Amiel,888,FilmNoir
4a8b4a64-5dc3-4e33-a858-09a96518a389,Fantasy,Family,History,Biography,Laurent Achard,Renato Berta,511,Mystery
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Romance,Sport,Action,Romance,Bebe Neuwirth,Alex Erkiletian,82,Adventure
2f2edd26-2309-446f-a501-efd4ff95698c,Crime,History,Horror,Fantasy,Andrew Davis,Rip Torn,189,Animation
4a8b4a64-5dc3-4e33-a858-09a96518a389,SciFi,SciFi,Music,Family,Andrew Lowes,Thom Powers,795,Western
a3cf3f05-d647-4112-8f5f-6ad667453e96,Romance,Romance,War,Biography,Edward Zwick,Jack Klugman,619,Romance
968630e1-f235-4d48-a6a2-e14828e24ec5,Family,Crime,Animation,Family,Franco Abussi,Robert Duncan McNeill,699,Action
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Animation,SciFi,Adult,Biography,Rosanna Arquette,Giuliano Carnimeo,953,Thriller
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,Drama,Animation,Documentary,Charles Dance,Matthias Grunsky,496,Musical
7865dc03-d371-4a17-88cc-7ba0103a1941,Drama,Music,FilmNoir,Family,Linden Ashby,Laurence Harvey,159,Musical
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Fantasy,Crime,Action,War,Eliette Abecassis,Boris Tokarev,398,Comedy
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Animation,Romance,Horror,War,Suresh Jindal,Marla Sokoloff,542,Animation
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Adventure,Fantasy,Sport,Biography,Marie Gillain,William A. Fraker,175,Action
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Crime,War,Fantasy,Crime,Mariann Aalda,George Archainbaud,600,Action
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Music,Action,SciFi,Action,Gregg Toland,Floyd Crosby,535,Documentary
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,History,Adventure,Romance,Adventure,Lucy Liu,Roy Edward Disney,23,Music
a3cf3f05-d647-4112-8f5f-6ad667453e96,Biography,War,Action,Crime,Philip Abbott,Brian Keith,235,Adventure
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,SciFi,Crime,Animation,Sport,João Mário Grilo,Danny DeVito,399,Horror
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,War,History,Drama,Family,Václav Táborsky,Ilaria Borrelli,834,Fantasy
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Mystery,Western,War,Musical,Robert Benton,Askhab Abakarov,110,Thriller
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,SciFi,FilmNoir,Comedy,Music,N.R. Acharya,Paul Hunt,695,Animation
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Action,Mystery,War,SciFi,Gianni Lepre,Tinto Brass,644,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Musical,FilmNoir,Adventure,Musical,Jytte Abildstrøm,Lynn-Maree Danzey,647,Drama
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Animation,Thriller,Documentary,Family,Christopher Meloni,Felix Werner,431,Horror
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,History,Family,War,Musical,George Clooney,Steven Berkoff,378,War
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Horror,Comedy,SciFi,Comedy,Laurent Achard,Carl Ludwig Achaz-Duisberg,600,Romance
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Comedy,History,Family,Western,Don Murphy,Russell Crowe,97,Adventure
051d7ffb-14a6-4837-9c14-90c478d77c78,Western,Adventure,Western,Drama,Peter Suschitzky,Floyd Crosby,424,Crime
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Drama,Adult,Drama,Drama,John Lasseter,Heath Ledger,17,Mystery
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,SciFi,Fantasy,Adult,Biography,Lynn-Maree Danzey,B. Vittalacharya,321,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Biography,Comedy,Family,Western,David Cronenberg,Lionel Abelanski,791,Action
395e3f78-f527-434b-a285-8cb7d6c9859a,Family,Fantasy,Crime,Western,Romane Bohringer,Brian Gibson,809,Mystery
050e64c1-8cdd-4102-b703-125ff56652e1,History,Crime,Sport,Animation,Hal Hartley,Rainer Werner Fassbinder,354,Family
395e3f78-f527-434b-a285-8cb7d6c9859a,Music,SciFi,Adventure,Animation,Jason Isaacs,Rob Cohen,288,Sport
968630e1-f235-4d48-a6a2-e14828e24ec5,Adult,Drama,History,Animation,Lance Acord,Bobcat Goldthwait,909,Romance
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Mystery,War,Fantasy,Horror,Sunil Dutt,Edward Zwick,920,Thriller
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Family,Comedy,Biography,Thriller,Paul Brickman,Ramon Novarro,995,Adult
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Music,Family,Adventure,Thriller,Pedro Almodóvar,Yaël Abecassis,661,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Animation,SciFi,History,Thriller,Jason Gedrick,João Abel Aboim,355,History
2f2edd26-2309-446f-a501-efd4ff95698c,SciFi,Family,History,FilmNoir,Paula Abramovich,Regina King,870,Adult
395e3f78-f527-434b-a285-8cb7d6c9859a,SciFi,Action,Comedy,War,Matthew Broderick,Clifton Collins Jr.,334,Mystery
3c176379-742c-4534-91e4-addf71b44cee,Comedy,War,Musical,Animation,Helen Shaver,John McTiernan,796,Thriller
3c176379-742c-4534-91e4-addf71b44cee,Family,Adult,History,Horror,Deren Abram,Michael Bay,478,History
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Fantasy,Documentary,FilmNoir,Animation,Takeshi Kitano,Tim Daly,444,Drama
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Fantasy,Biography,Action,Western,Andrew Lowes,Tom DiCillo,963,Mystery
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Romance,History,Documentary,Thriller,Julia Stiles,Ben Savage,472,Family
7865dc03-d371-4a17-88cc-7ba0103a1941,FilmNoir,Musical,Animation,Adult,Shammi Kapoor,Ken Russell,583,Drama
2f2edd26-2309-446f-a501-efd4ff95698c,Musical,Adult,Mystery,FilmNoir,Todd Haynes,Moustapha Akkad,403,Animation
816925f2-1a84-4f5e-8f68-9bb61e47a831,Sport,Family,War,Adult,Paulina Porizkova,Michael Dorn,675,Drama
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Sport,Romance,Crime,Musical,Lucho Bender,Rodrigo Prieto,545,Western
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Biography,Thriller,Romance,Documentary,Robert Bolt,Norman Abbott,280,Mystery
395e3f78-f527-434b-a285-8cb7d6c9859a,Fantasy,Romance,Biography,History,Dyan Cannon,Darryl Fowler,82,Adult
2f2edd26-2309-446f-a501-efd4ff95698c,Documentary,Musical,SciFi,Sport,Adrian Lyne,Michael Ritchie,521,Music
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Musical,Western,Action,Fantasy,Nia Long,Ted Tetzlaff,727,War
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Family,Adventure,Sport,Sport,João Mário Grilo,Fred Durst,862,Biography
2f2edd26-2309-446f-a501-efd4ff95698c,SciFi,Adventure,War,Musical,Davron Abdullayev,Jerry Abrams,390,Family
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Adventure,Western,Adult,Thriller,James Caan,Christopher McQuarrie,716,SciFi
d84e31f9-caaf-45ea-a800-9322f715d648,Thriller,Biography,History,Adventure,Kathy Bates,Norman Abbott,969,Mystery
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Musical,Family,Biography,History,Buster Keaton,Elfi Mikesch,957,Comedy
050e64c1-8cdd-4102-b703-125ff56652e1,Drama,Animation,History,SciFi,Karlheinz Böhm,Dionysio Basco,907,Animation
968630e1-f235-4d48-a6a2-e14828e24ec5,Biography,Adult,Crime,Sport,Rob Cohen,Joseph Fiennes,622,SciFi
3c176379-742c-4534-91e4-addf71b44cee,Adventure,Adult,Horror,Adult,Derwin Abrahams,Ernest Abdyjaparov,772,Sport
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Family,Drama,Fantasy,Animation,Éric Rohmer,Yash Chopra,698,Biography
a3cf3f05-d647-4112-8f5f-6ad667453e96,Romance,Fantasy,Fantasy,FilmNoir,Benjamin Herrmann,Julie Cypher,594,SciFi
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Musical,Thriller,War,Biography,Vito Acconci,Maurice Elvey,975,Musical
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Mystery,Documentary,Animation,Mystery,Lance Acord,Talia Shire,941,Thriller
051d7ffb-14a6-4837-9c14-90c478d77c78,Music,Comedy,Mystery,Horror,Lionel Barrymore,Éric Rohmer,726,Mystery
051d7ffb-14a6-4837-9c14-90c478d77c78,Action,Mystery,Comedy,Romance,Mario Van Peebles,Fred Jackman Jr.,238,Horror
395e3f78-f527-434b-a285-8cb7d6c9859a,Sport,Adult,Music,Animation,Philippe Rousselot,Douglas F. O'Neons,763,Music
816925f2-1a84-4f5e-8f68-9bb61e47a831,Music,Action,War,History,Armondo Linus Acosta,Victor Schertzinger,163,Family
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Horror,Western,Horror,Adventure,Krzysztof Kieslowski,Veikko Aaltonen,282,Thriller
bda79ecd-904e-4928-8ce4-e5c53cc98110,Family,Music,Music,Sport,Boris Tokarev,Mike Figgis,760,Romance
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Music,War,Action,Sport,Claude Chabrol,Dario Argento,633,FilmNoir
7865dc03-d371-4a17-88cc-7ba0103a1941,Biography,War,Animation,War,Michael Paré,Dev Anand,134,History
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Animation,Musical,Family,Adventure,Irma Achten,Scott Wiper,330,Biography
a3cf3f05-d647-4112-8f5f-6ad667453e96,Thriller,Documentary,Sport,SciFi,Ezekiel Norton,John Badham,91,Adventure
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Sport,Animation,Fantasy,Musical,Paulina Porizkova,Yash Chopra,890,SciFi
d84e31f9-caaf-45ea-a800-9322f715d648,War,Romance,Mystery,Comedy,Bernardo Bertolucci,Steve Barron,466,Animation
7865dc03-d371-4a17-88cc-7ba0103a1941,Mystery,Crime,Animation,Mystery,Katherine Helmond,Jeff Lieberman,587,Adult
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Sport,SciFi,War,Thriller,Carlo Di Palma,Rainer Werner Fassbinder,461,Musical
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Drama,Adult,War,Biography,Michael Pakleppa,Axel Sand,759,Drama
bda79ecd-904e-4928-8ce4-e5c53cc98110,Romance,Horror,Crime,Biography,Abi Ofarim,Hany Abu-Assad,886,FilmNoir
051d7ffb-14a6-4837-9c14-90c478d77c78,Music,Biography,Sport,History,Cary Elwes,Sal Abbatiello,566,FilmNoir
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Western,Drama,Family,Thriller,Erin Daniels,Olivier Assayas,978,Documentary
968630e1-f235-4d48-a6a2-e14828e24ec5,Documentary,War,Animation,Horror,Robert Duncan McNeill,Bairam Abdullayev,173,Adult
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Comedy,Sport,Mystery,Comedy,Jeremy Stein,Mohamed Abbazi,748,Action
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Horror,FilmNoir,Animation,Family,Lawrence Sher,Gérard Vandenberg,258,Romance
d84e31f9-caaf-45ea-a800-9322f715d648,Adult,Music,History,Crime,Yaphet Kotto,John G. Avildsen,135,Comedy
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Adult,Family,Action,Music,Michael Cimino,Brian Tufano,639,Documentary
2f2edd26-2309-446f-a501-efd4ff95698c,Drama,Crime,Animation,FilmNoir,Asta Nielsen,Julius Jaenzon,343,Thriller
395e3f78-f527-434b-a285-8cb7d6c9859a,Family,Documentary,Music,Music,Khoren Abrahamyan,John Carroll Lynch,916,Music
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Drama,SciFi,Fantasy,Drama,Benjamin Herrmann,Moustapha Akkad,324,War
8f27e002-d3e5-439f-a601-ea2a39f34ad8,War,Documentary,Music,Adult,David Rawlins,Mark Dacascos,126,Musical
7865dc03-d371-4a17-88cc-7ba0103a1941,Documentary,Western,Fantasy,Action,Guido Seeber,Mark Roper,790,Comedy
050e64c1-8cdd-4102-b703-125ff56652e1,Crime,Romance,Horror,Animation,Lisa Abbatiello,Roger Avary,697,History
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,Adventure,Documentary,Family,John A. Kuri,Lucho Bender,434,Documentary
051d7ffb-14a6-4837-9c14-90c478d77c78,History,Documentary,Drama,Romance,Harry Davenport,Félix de Pomés,755,SciFi
a3cf3f05-d647-4112-8f5f-6ad667453e96,Horror,Drama,War,Action,Roy Ward Baker,John Abraham,171,Adult
051d7ffb-14a6-4837-9c14-90c478d77c78,Family,War,Fantasy,Horror,Robin Givens,Dan Ireland,835,Romance
d32a4b9b-ce56-4739-a066-fd1870f0db5e,History,Adventure,Documentary,Horror,Vyacheslav Ablotia,Raul daSilva,561,History
2f2edd26-2309-446f-a501-efd4ff95698c,Mystery,Sport,Sport,War,Alan Abel,Abiola Abrams,505,Fantasy
3c176379-742c-4534-91e4-addf71b44cee,Documentary,Western,Mystery,Fantasy,Jerry Lewis,Neill Gorton,460,Comedy
bda79ecd-904e-4928-8ce4-e5c53cc98110,Western,Sport,Action,War,Peter MacDonald,Eric A. Pot,329,Biography
a3cf3f05-d647-4112-8f5f-6ad667453e96,Drama,Family,Mystery,History,John Frankenheimer,Christopher McQuarrie,404,Music
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Crime,History,War,Musical,Lucho Bender,Joseph L. Mankiewicz,661,SciFi
a3cf3f05-d647-4112-8f5f-6ad667453e96,Music,Thriller,Romance,Romance,Stefano Accorsi,Jesse Vint,660,Adult
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Mystery,Drama,Comedy,Animation,Mario Van Peebles,Lutz Konermann,155,Crime
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Romance,SciFi,Animation,Romance,Brian Blessed,Alexander Paal,817,War
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Drama,Biography,SciFi,Biography,Stuart Urban,Beau Bridges,855,Comedy
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Adventure,War,Action,War,Lloyd Bridges,Mark Archer,697,Sport
968630e1-f235-4d48-a6a2-e14828e24ec5,Action,SciFi,SciFi,Sport,Richard Conte,Chad Lowe,467,Mystery
